account_id;client_id;product_code;product_name;opened_at;closed_at;status
A1013169;C101124;DC;Дебетовая карта «Синица»;2025-06-02;;active
A1013170;C107990;DC;Дебетовая карта «Синица»;2025-12-02;2025-12-20;closed
A1013171;C107990;DC;Дебетовая карта «Синица»;2023-12-14;;active
A1013172;C106562;DC;Дебетовая карта «Синица»;2024-06-13;;active
A1013173;C102827;DC;Дебетовая карта «Синица»;2025-12-18;;active
A1013174;C102827;DC;Дебетовая карта «Синица»;2022-11-27;;active
A1013175;C102827;DC;Дебетовая карта «Синица»;2025-01-17;;active
A1013176;C101759;DC;Дебетовая карта «Синица»;2023-04-14;;active
A1013177;C101759;SV;Накопительный счёт «Копилка»;2026-08-02;;active
A1013178;C104650;DC;Дебетовая карта «Синица»;2023-11-06;;active
A1013179;C102688;DC;Дебетовая карта «Синица»;2024-10-19;;active
A1013180;C102688;DC;Дебетовая карта «Синица»;2024-10-19;;active
A1013181;C108735;DC;Дебетовая карта «Синица»;2022-11-05;;active
A1013182;C105872;DC;Дебетовая карта «Синица»;2026-07-03;;active
A1013183;C105872;CC;Кредитная карта «Синица»;2024-07-24;2026-09-10;closed
A1013184;C109929;DC;Дебетовая карта «Синица»;2021-11-20;;active
A1013185;C109929;DC;Дебетовая карта «Синица»;2024-01-05;;active
A1013186;C109929;DC;Дебетовая карта «Синица»;2025-09-16;;active
A1013187;C109768;DC;Дебетовая карта «Синица»;2024-06-11;;active
A1013188;C105948;DC;Дебетовая карта «Синица»;2025-01-24;;active
A1013189;C101869;DC;Дебетовая карта «Синица»;2025-12-24;;active
A1013190;C109310;DC;Дебетовая карта «Синица»;2022-12-12;;active
A1013191;C107856;DC;Дебетовая карта «Синица»;2023-07-02;;active
A1013192;C107856;DC;Дебетовая карта «Синица»;2023-11-14;;active
A1013193;C107856;DC;Дебетовая карта «Синица»;2023-07-02;;active
A1013194;C804478;DC;Дебетовая карта «Синица»;2026-11-24;;active
A1013195;C102774;DC;Дебетовая карта «Синица»;2025-12-06;;active
A1013196;C110478;DC;Дебетовая карта «Синица»;2024-09-12;;active
A1013197;C100710;DC;Дебетовая карта «Синица»;2024-02-04;;active
A1013198;C111045;DC;Дебетовая карта «Синица»;2024-12-21;;active
A1013199;C111045;DC;Дебетовая карта «Синица»;2024-12-21;;active
A1013200;C111045;DC;Дебетовая карта «Синица»;2024-12-21;;active
A1013201;C102419;DC;Дебетовая карта «Синица»;2025-10-22;;active
A1013202;C102419;DC;Дебетовая карта «Синица»;2024-01-06;;active
A1013203;C101002;DC;Дебетовая карта «Синица»;2025-02-11;;active
A1013204;C101002;CC;Кредитная карта «Синица»;2024-06-25;;active
A1013205;C101002;DEP;Вклад «Гнездо»;2023-10-21;;active
A1013206;C101207;DC;Дебетовая карта «Синица»;2025-12-08;;active
A1013207;C101207;DC;Дебетовая карта «Синица»;2025-12-08;;active
A1013208;C101207;CC;Кредитная карта «Синица»;2025-12-08;2026-09-26;closed
A1013209;C105173;DC;Дебетовая карта «Синица»;2025-02-07;;active
A1013210;C105173;DC;Дебетовая карта «Синица»;2021-08-01;;active
A1013211;C111047;DC;Дебетовая карта «Синица»;2024-06-08;;active
A1013212;C104300;DC;Дебетовая карта «Синица»;2022-10-25;;active
A1013213;C107567;DC;Дебетовая карта «Синица»;2026-09-06;;active
A1013214;C107567;CC;Кредитная карта «Синица»;2023-03-20;;active
A1013215;C104116;DC;Дебетовая карта «Синица»;2026-12-10;;active
A1013216;C103960;DC;Дебетовая карта «Синица»;2024-09-22;;active
A1013217;C106261;DC;Дебетовая карта «Синица»;2024-07-17;;active
A1013218;C100083;DC;Дебетовая карта «Синица»;2024-03-09;;active
A1013219;C100083;DEP;Вклад «Гнездо»;2021-11-25;;active
A1013220;C103433;DC;Дебетовая карта «Синица»;2025-05-22;;active
A1013221;C103433;CC;Кредитная карта «Синица»;2024-04-12;;active
A1013222;C109608;DC;Дебетовая карта «Синица»;2024-02-06;;active
A1013223;C109608;SV;Накопительный счёт «Копилка»;2026-10-24;;active
A1013224;C109608;DC;Дебетовая карта «Синица»;2024-02-06;;active
A1013225;C103792;DC;Дебетовая карта «Синица»;2022-10-18;;active
A1013226;C110696;DC;Дебетовая карта «Синица»;2025-08-03;;active
A1013227;C110696;DC;Дебетовая карта «Синица»;2026-03-28;;active
A1013228;C111999;DC;Дебетовая карта «Синица»;2025-08-25;;active
A1013229;C103763;DC;Дебетовая карта «Синица»;2026-03-14;;active
A1013230;C105510;DC;Дебетовая карта «Синица»;2023-06-20;;active
A1013231;C105510;CC;Кредитная карта «Синица»;2023-04-03;;active
A1013232;C110725;DC;Дебетовая карта «Синица»;2024-09-17;;active
A1013233;C111016;DC;Дебетовая карта «Синица»;2022-05-26;;active
A1013234;C111016;DEP;Вклад «Гнездо»;2025-08-25;;active
A1013235;C110762;DC;Дебетовая карта «Синица»;2023-05-23;;active
A1013236;C110762;SV;Накопительный счёт «Копилка»;2023-05-23;;active
A1013237;C100183;DC;Дебетовая карта «Синица»;2024-05-10;;active
A1013238;C100183;DC;Дебетовая карта «Синица»;2024-05-10;;active
A1013239;C110476;DC;Дебетовая карта «Синица»;2023-09-02;;active
A1013240;C110476;DC;Дебетовая карта «Синица»;2023-06-07;;active
A1013241;C105847;DC;Дебетовая карта «Синица»;2025-06-01;;active
A1013242;C102037;DC;Дебетовая карта «Синица»;2024-12-25;;active
A1013243;C102037;DC;Дебетовая карта «Синица»;2024-05-26;;active
A1013244;C102037;DC;Дебетовая карта «Синица»;2025-11-03;;active
A1013245;C109748;DC;Дебетовая карта «Синица»;2024-12-26;;active
A1013246;C109748;SV;Накопительный счёт «Копилка»;2024-12-26;;active
A1013247;C109748;SV;Накопительный счёт «Копилка»;2025-03-10;;active
A1013248;C108619;DC;Дебетовая карта «Синица»;2026-07-18;;active
A1013249;C101025;DC;Дебетовая карта «Синица»;2024-02-10;;active
A1013250;C101025;DC;Дебетовая карта «Синица»;2024-02-10;;active
A1013251;C107226;DC;Дебетовая карта «Синица»;2025-07-04;;active
A1013252;C107226;DC;Дебетовая карта «Синица»;2025-07-04;;active
A1013253;C105589;DC;Дебетовая карта «Синица»;2025-06-05;;active
A1013254;C101324;DC;Дебетовая карта «Синица»;2023-12-09;;active
A1013255;C101324;CC;Кредитная карта «Синица»;2023-12-28;;active
A1013256;C102446;DC;Дебетовая карта «Синица»;2026-03-28;;active
A1013257;C105489;DC;Дебетовая карта «Синица»;2024-08-01;;active
A1013258;C107911;DC;Дебетовая карта «Синица»;2025-08-04;;active
A1013259;C104760;DC;Дебетовая карта «Синица»;2024-10-08;;active
A1013260;C104589;DC;Дебетовая карта «Синица»;2024-12-11;;active
A1013261;C105015;DC;Дебетовая карта «Синица»;2024-12-12;;active
A1013262;C105015;CC;Кредитная карта «Синица»;2024-12-12;;active
A1013263;C104348;DC;Дебетовая карта «Синица»;2023-04-22;;active
A1013264;C104348;SV;Накопительный счёт «Копилка»;2023-05-09;;active
A1013265;C104195;DC;Дебетовая карта «Синица»;2024-06-01;;active
A1013266;C104195;SV;Накопительный счёт «Копилка»;2024-06-01;;active
A1013267;C103617;DC;Дебетовая карта «Синица»;2025-11-10;;active
A1013268;C103617;CC;Кредитная карта «Синица»;2026-12-16;;active
A1013269;C103617;DC;Дебетовая карта «Синица»;2025-11-10;;active
A1013270;C100026;DC;Дебетовая карта «Синица»;2025-04-01;2025-10-02;closed
A1013271;C100026;CC;Кредитная карта «Синица»;2022-08-16;;active
A1013272;C103451;DC;Дебетовая карта «Синица»;2025-11-04;;active
A1013273;C103451;DC;Дебетовая карта «Синица»;2025-11-04;;active
A1013274;C103451;DC;Дебетовая карта «Синица»;2025-11-04;;active
A1013275;C102043;DC;Дебетовая карта «Синица»;2025-06-14;;active
A1013276;C102043;DC;Дебетовая карта «Синица»;2023-02-20;;active
A1013277;C100815;DC;Дебетовая карта «Синица»;2023-05-12;;active
A1013278;C100815;CC;Кредитная карта «Синица»;2023-05-12;;active
A1013279;C100815;SV;Накопительный счёт «Копилка»;2026-12-04;;active
A1013280;C108131;DC;Дебетовая карта «Синица»;2022-11-16;;active
A1013281;C107292;DC;Дебетовая карта «Синица»;2025-08-21;;active
A1013282;C109384;DC;Дебетовая карта «Синица»;2026-09-01;;active
A1013283;C102497;DC;Дебетовая карта «Синица»;2025-08-07;;active
A1013284;C102497;DC;Дебетовая карта «Синица»;2023-09-28;;active
A1013285;C102497;DC;Дебетовая карта «Синица»;2024-05-11;;active
A1013286;C110266;DC;Дебетовая карта «Синица»;2024-06-18;;active
A1013287;C103307;DC;Дебетовая карта «Синица»;2025-10-04;;active
A1013288;C106204;DC;Дебетовая карта «Синица»;2024-03-24;2025-01-23;closed
A1013289;C106204;CC;Кредитная карта «Синица»;2026-12-01;;active
A1013290;C106204;DC;Дебетовая карта «Синица»;2022-10-08;;active
A1013291;C100408;DC;Дебетовая карта «Синица»;2023-09-14;;active
A1013292;C102703;DC;Дебетовая карта «Синица»;2024-11-28;;active
A1013293;C102703;SV;Накопительный счёт «Копилка»;2026-12-23;;active
A1013294;C102966;DC;Дебетовая карта «Синица»;2021-10-10;;active
A1013295;C102966;SV;Накопительный счёт «Копилка»;2021-12-08;;active
A1013296;C102966;DC;Дебетовая карта «Синица»;2023-07-20;;active
A1013297;C105225;DC;Дебетовая карта «Синица»;2025-01-09;;active
A1013298;C105225;SV;Накопительный счёт «Копилка»;2025-01-09;;active
A1013299;C106366;DC;Дебетовая карта «Синица»;2024-04-27;;active
A1013300;C106366;DC;Дебетовая карта «Синица»;2024-04-27;;active
A1013301;C104307;DC;Дебетовая карта «Синица»;2024-07-25;;active
A1013302;C108362;DC;Дебетовая карта «Синица»;2024-02-18;;active
A1013303;C103249;DC;Дебетовая карта «Синица»;2025-06-20;;active
A1013304;C101648;DC;Дебетовая карта «Синица»;2025-11-11;;active
A1013305;C101648;DC;Дебетовая карта «Синица»;2025-02-08;;active
A1013306;C108234;DC;Дебетовая карта «Синица»;2025-07-14;;active
A1013307;C108234;DC;Дебетовая карта «Синица»;2026-05-06;;active
A1013308;C111945;DC;Дебетовая карта «Синица»;2024-09-26;;active
A1013309;C111945;DC;Дебетовая карта «Синица»;2025-02-04;;active
A1013310;C105357;DC;Дебетовая карта «Синица»;2025-06-08;;active
A1013311;C101864;DC;Дебетовая карта «Синица»;2024-11-25;;active
A1013312;C111815;DC;Дебетовая карта «Синица»;2022-12-25;;active
A1013313;C103545;DC;Дебетовая карта «Синица»;2025-10-27;;active
A1013314;C107328;DC;Дебетовая карта «Синица»;2025-11-17;;active
A1013315;C101680;DC;Дебетовая карта «Синица»;2024-06-04;;active
A1013316;C103243;DC;Дебетовая карта «Синица»;2026-10-25;;active
A1013317;C106345;DC;Дебетовая карта «Синица»;2023-11-08;;active
A1013318;C106846;DC;Дебетовая карта «Синица»;2025-09-04;;active
A1013319;C111318;DC;Дебетовая карта «Синица»;2023-02-07;;active
A1013320;C106539;DC;Дебетовая карта «Синица»;2026-09-04;;active
A1013321;C102868;DC;Дебетовая карта «Синица»;2026-12-11;;active
A1013322;C108085;DC;Дебетовая карта «Синица»;2026-08-04;;active
A1013323;C105724;DC;Дебетовая карта «Синица»;2023-10-09;;active
A1013324;C109349;DC;Дебетовая карта «Синица»;2025-09-05;;active
A1013325;C109349;DC;Дебетовая карта «Синица»;2025-09-05;;active
A1013326;C103371;DC;Дебетовая карта «Синица»;2023-09-15;;active
A1013327;C103371;DC;Дебетовая карта «Синица»;2023-04-26;;active
A1013328;C104147;DC;Дебетовая карта «Синица»;2022-08-24;;active
A1013329;C105030;DC;Дебетовая карта «Синица»;2026-09-16;;active
A1013330;C101573;DC;Дебетовая карта «Синица»;2024-08-27;;active
A1013331;C101573;CC;Кредитная карта «Синица»;2026-01-09;;active
A1013332;C102858;DC;Дебетовая карта «Синица»;2022-11-26;;active
A1013333;C106149;DC;Дебетовая карта «Синица»;2023-10-08;;active
A1013334;C106149;CC;Кредитная карта «Синица»;2023-10-08;;active
A1013335;C106149;DC;Дебетовая карта «Синица»;2025-07-05;;active
A1013336;C100281;DC;Дебетовая карта «Синица»;2025-06-26;;active
A1013337;C107809;DC;Дебетовая карта «Синица»;2023-08-25;;active
A1013338;C107809;DC;Дебетовая карта «Синица»;2021-05-04;;active
A1013339;C110685;DC;Дебетовая карта «Синица»;2023-10-13;;active
A1013340;C105543;DC;Дебетовая карта «Синица»;2022-02-18;;active
A1013341;C105543;DC;Дебетовая карта «Синица»;2023-05-22;;active
A1013342;C101941;DC;Дебетовая карта «Синица»;2022-09-17;;active
A1013343;C101941;DC;Дебетовая карта «Синица»;2023-01-05;;active
A1013344;C105491;DC;Дебетовая карта «Синица»;2025-06-26;;active
A1013345;C107945;DC;Дебетовая карта «Синица»;2024-06-23;;active
A1013346;C107945;CC;Кредитная карта «Синица»;2024-08-19;;active
A1013347;C105680;DC;Дебетовая карта «Синица»;2026-12-22;;active
A1013348;C108037;DC;Дебетовая карта «Синица»;2025-12-02;;active
A1013349;C106919;DC;Дебетовая карта «Синица»;2023-12-07;;active
A1013350;C106919;DC;Дебетовая карта «Синица»;2023-03-07;;active
A1013351;C103766;DC;Дебетовая карта «Синица»;2024-08-23;;active
A1013352;C103766;CC;Кредитная карта «Синица»;2024-08-23;;active
A1013353;C103766;CC;Кредитная карта «Синица»;2024-08-23;;active
A1013354;C107991;DC;Дебетовая карта «Синица»;2024-05-20;;active
A1013355;C101149;DC;Дебетовая карта «Синица»;2025-06-12;;active
A1013356;C101149;DC;Дебетовая карта «Синица»;2022-06-15;;active
A1013357;C101149;DC;Дебетовая карта «Синица»;2023-01-02;;active
A1013358;C110157;DC;Дебетовая карта «Синица»;2025-06-07;;active
A1013359;C111438;DC;Дебетовая карта «Синица»;2026-10-01;;active
A1013360;C104158;DC;Дебетовая карта «Синица»;2022-04-26;;active
A1013361;C104158;SV;Накопительный счёт «Копилка»;2024-06-05;;active
A1013362;C104158;DC;Дебетовая карта «Синица»;2024-05-19;;active
A1013363;C111718;DC;Дебетовая карта «Синица»;2024-08-14;2025-06-28;closed
A1013364;C103869;DC;Дебетовая карта «Синица»;2021-11-14;;active
A1013365;C103869;DC;Дебетовая карта «Синица»;2024-05-02;;active
A1013366;C105401;DC;Дебетовая карта «Синица»;2025-02-17;;active
A1013367;C107855;DC;Дебетовая карта «Синица»;2025-01-20;;active
A1013368;C107855;CC;Кредитная карта «Синица»;2026-10-15;;active
A1013369;C107855;SV;Накопительный счёт «Копилка»;2025-01-20;;active
A1013370;C106950;DC;Дебетовая карта «Синица»;2023-07-17;;active
A1013371;C106950;CC;Кредитная карта «Синица»;2023-07-17;;active
A1013372;C109285;DC;Дебетовая карта «Синица»;2024-08-06;;active
A1013373;C105966;DC;Дебетовая карта «Синица»;2025-06-01;2025-05-27;closed
A1013374;C107447;DC;Дебетовая карта «Синица»;2026-07-27;;active
A1013375;C104042;DC;Дебетовая карта «Синица»;2026-07-13;;active
A1013376;C104413;DC;Дебетовая карта «Синица»;2024-04-16;;active
A1013377;C101148;DC;Дебетовая карта «Синица»;2023-08-09;;active
A1013378;C106711;DC;Дебетовая карта «Синица»;2025-10-22;;active
A1013379;C106711;DC;Дебетовая карта «Синица»;2024-06-10;;active
A1013380;C101262;DC;Дебетовая карта «Синица»;2025-10-03;;active
A1013381;C101262;DEP;Вклад «Гнездо»;2022-02-03;;active
A1013382;C110687;DC;Дебетовая карта «Синица»;2025-10-06;;active
A1013383;C110687;DC;Дебетовая карта «Синица»;2025-10-06;;active
A1013384;C100611;DC;Дебетовая карта «Синица»;2026-06-07;;active
A1013385;C110887;DC;Дебетовая карта «Синица»;2025-06-25;;active
A1013386;C107522;DC;Дебетовая карта «Синица»;2025-01-21;;active
A1013387;C101136;DC;Дебетовая карта «Синица»;2024-02-23;;active
A1013388;C107596;DC;Дебетовая карта «Синица»;2022-07-09;;active
A1013389;C108017;DC;Дебетовая карта «Синица»;2024-07-18;;active
A1013390;C100783;DC;Дебетовая карта «Синица»;2026-04-11;;active
A1013391;C104286;DC;Дебетовая карта «Синица»;2021-07-08;;active
A1013392;C108390;DC;Дебетовая карта «Синица»;2021-05-25;;active
A1013393;C108390;SV;Накопительный счёт «Копилка»;2023-05-04;;active
A1013394;C108390;DC;Дебетовая карта «Синица»;2026-12-07;;active
A1013395;C100006;DC;Дебетовая карта «Синица»;2022-03-28;;active
A1013396;C100006;SV;Накопительный счёт «Копилка»;2022-03-28;;active
A1013397;C100006;CC;Кредитная карта «Синица»;2023-10-24;;active
A1013398;C100365;DC;Дебетовая карта «Синица»;2024-07-23;2026-02-06;closed
A1013399;C100365;DEP;Вклад «Гнездо»;2024-07-23;;active
A1013400;C110084;DC;Дебетовая карта «Синица»;2024-11-01;;active
A1013401;C100399;DC;Дебетовая карта «Синица»;2023-11-26;;active
A1013402;C100399;DC;Дебетовая карта «Синица»;2025-06-16;;active
A1013403;C101835;DC;Дебетовая карта «Синица»;2026-12-08;;active
A1013404;C106248;DC;Дебетовая карта «Синица»;2024-06-27;;active
A1013405;C105913;DC;Дебетовая карта «Синица»;2025-09-16;;active
A1013406;C105913;DC;Дебетовая карта «Синица»;2025-09-16;;active
A1013407;C105913;DEP;Вклад «Гнездо»;2025-09-23;;active
A1013408;C102995;DC;Дебетовая карта «Синица»;2024-06-12;;active
A1013409;C104329;DC;Дебетовая карта «Синица»;2023-06-12;;active
A1013410;C102931;DC;Дебетовая карта «Синица»;2024-03-22;;active
A1013411;C102931;DC;Дебетовая карта «Синица»;2025-02-18;2026-09-24;closed
A1013412;C110401;DC;Дебетовая карта «Синица»;2025-06-13;;active
A1013413;C105702;DC;Дебетовая карта «Синица»;2025-11-26;;active
A1013414;C105702;DC;Дебетовая карта «Синица»;2022-09-18;;active
A1013415;C105702;DC;Дебетовая карта «Синица»;2022-09-18;;active
A1013416;C100896;DC;Дебетовая карта «Синица»;2023-12-06;;active
A1013417;C102111;DC;Дебетовая карта «Синица»;2022-11-07;;active
A1013418;C102857;DC;Дебетовая карта «Синица»;2025-03-17;;active
A1013419;C102683;DC;Дебетовая карта «Синица»;2026-02-21;;active
A1013420;C102683;DC;Дебетовая карта «Синица»;2025-03-07;;active
A1013421;C102683;DC;Дебетовая карта «Синица»;2024-03-24;;active
A1013422;C104184;DC;Дебетовая карта «Синица»;2021-07-20;2026-03-09;closed
A1013423;C104270;DC;Дебетовая карта «Синица»;2025-09-08;;active
A1013424;C111969;DC;Дебетовая карта «Синица»;2023-03-07;;active
A1013425;C111484;DC;Дебетовая карта «Синица»;2024-09-27;;active
A1013426;C110842;DC;Дебетовая карта «Синица»;2026-12-07;;active
A1013427;C110842;DC;Дебетовая карта «Синица»;2025-10-06;;active
A1013428;C104547;DC;Дебетовая карта «Синица»;2026-07-09;;active
A1013429;C110991;DC;Дебетовая карта «Синица»;2024-05-14;;active
A1013430;C102023;DC;Дебетовая карта «Синица»;2024-12-25;;active
A1013431;C102023;DC;Дебетовая карта «Синица»;2024-12-25;2026-01-20;closed
A1013432;C109749;DC;Дебетовая карта «Синица»;2021-11-08;;active
A1013433;C100818;DC;Дебетовая карта «Синица»;2025-08-10;;active
A1013434;C100818;DC;Дебетовая карта «Синица»;2025-05-04;;active
A1013435;C100818;DC;Дебетовая карта «Синица»;2025-02-10;;active
A1013436;C105554;DC;Дебетовая карта «Синица»;2024-12-24;2026-04-03;closed
A1013437;C105554;DEP;Вклад «Гнездо»;2024-12-24;;active
A1013438;C100276;DC;Дебетовая карта «Синица»;2025-09-16;;active
A1013439;C101038;DC;Дебетовая карта «Синица»;2024-05-01;;active
A1013440;C101038;SV;Накопительный счёт «Копилка»;2024-05-01;2026-12-20;closed
A1013441;C101107;DC;Дебетовая карта «Синица»;2026-03-03;;active
A1013442;C103509;DC;Дебетовая карта «Синица»;2023-08-17;;active
A1013443;C103509;SV;Накопительный счёт «Копилка»;2023-08-17;;active
A1013444;C101622;DC;Дебетовая карта «Синица»;2022-12-27;;active
A1013445;C105311;DC;Дебетовая карта «Синица»;2024-09-20;;active
A1013446;C107528;DC;Дебетовая карта «Синица»;2026-01-01;;active
A1013447;C109650;DC;Дебетовая карта «Синица»;2022-11-02;;active
A1013448;C102119;DC;Дебетовая карта «Синица»;2025-09-19;;active
A1013449;C104139;DC;Дебетовая карта «Синица»;2024-11-02;;active
A1013450;C104139;DC;Дебетовая карта «Синица»;2022-10-16;;active
A1013451;C109629;DC;Дебетовая карта «Синица»;2024-04-04;;active
A1013452;C104293;DC;Дебетовая карта «Синица»;2023-05-17;;active
A1013453;C104293;DC;Дебетовая карта «Синица»;2023-06-17;;active
A1013454;C104605;DC;Дебетовая карта «Синица»;2024-08-07;;active
A1013455;C104605;DC;Дебетовая карта «Синица»;2025-04-27;;active
A1013456;C100373;DC;Дебетовая карта «Синица»;2025-05-13;;active
A1013457;C109425;DC;Дебетовая карта «Синица»;2025-06-22;;active
A1013458;C109425;DC;Дебетовая карта «Синица»;2025-12-07;;active
A1013459;C106022;DC;Дебетовая карта «Синица»;2025-02-16;;active
A1013460;C106022;CC;Кредитная карта «Синица»;2024-11-02;;active
A1013461;C106022;DC;Дебетовая карта «Синица»;2024-11-02;2025-06-19;closed
A1013462;C104433;DC;Дебетовая карта «Синица»;2024-03-03;;active
A1013463;C109145;DC;Дебетовая карта «Синица»;2021-04-23;;active
A1013464;C103258;DC;Дебетовая карта «Синица»;2025-11-18;;active
A1013465;C103258;CC;Кредитная карта «Синица»;2025-11-18;;active
A1013466;C106156;DC;Дебетовая карта «Синица»;2023-11-14;;active
A1013467;C106156;DC;Дебетовая карта «Синица»;2023-11-14;;active
A1013468;C103557;DC;Дебетовая карта «Синица»;2023-11-28;;active
A1013469;C106466;DC;Дебетовая карта «Синица»;2025-11-26;;active
A1013470;C106466;DC;Дебетовая карта «Синица»;2025-11-26;2025-08-03;closed
A1013471;C110416;DC;Дебетовая карта «Синица»;2024-06-05;;active
A1013472;C102411;DC;Дебетовая карта «Синица»;2025-12-04;;active
A1013473;C102411;DC;Дебетовая карта «Синица»;2026-05-19;;active
A1013474;C103400;DC;Дебетовая карта «Синица»;2025-07-22;;active
A1013475;C103400;DC;Дебетовая карта «Синица»;2024-09-26;;active
A1013476;C110897;DC;Дебетовая карта «Синица»;2025-08-19;;active
A1013477;C105300;DC;Дебетовая карта «Синица»;2022-01-10;;active
A1013478;C109773;DC;Дебетовая карта «Синица»;2023-04-08;;active
A1013479;C109773;DC;Дебетовая карта «Синица»;2024-09-08;;active
A1013480;C104896;DC;Дебетовая карта «Синица»;2025-05-14;;active
A1013481;C105144;DC;Дебетовая карта «Синица»;2024-05-02;;active
A1013482;C105144;DC;Дебетовая карта «Синица»;2024-03-23;;active
A1013483;C103535;DC;Дебетовая карта «Синица»;2023-09-24;;active
A1013484;C103535;DC;Дебетовая карта «Синица»;2024-10-05;;active
A1013485;C102103;DC;Дебетовая карта «Синица»;2025-08-26;;active
A1013486;C102103;DC;Дебетовая карта «Синица»;2025-08-26;2026-10-07;closed
A1013487;C109651;DC;Дебетовая карта «Синица»;2026-11-23;;active
A1013488;C100358;DC;Дебетовая карта «Синица»;2024-10-01;;active
A1013489;C110945;DC;Дебетовая карта «Синица»;2025-09-15;;active
A1013490;C109340;DC;Дебетовая карта «Синица»;2025-01-07;;active
A1013491;C109340;DC;Дебетовая карта «Синица»;2021-10-09;;active
A1013492;C110816;DC;Дебетовая карта «Синица»;2023-10-13;;active
A1013493;C103601;DC;Дебетовая карта «Синица»;2025-11-12;;active
A1013494;C109908;DC;Дебетовая карта «Синица»;2026-05-20;;active
A1013495;C109908;CC;Кредитная карта «Синица»;2026-03-26;;active
A1013496;C102083;DC;Дебетовая карта «Синица»;2025-10-18;;active
A1013497;C102599;DC;Дебетовая карта «Синица»;2024-10-25;;active
A1013498;C102352;DC;Дебетовая карта «Синица»;2026-10-08;;active
A1013499;C102352;DC;Дебетовая карта «Синица»;2026-11-22;;active
A1013500;C111483;DC;Дебетовая карта «Синица»;2025-11-20;;active
A1013501;C109393;DC;Дебетовая карта «Синица»;2025-10-15;;active
A1013502;C109393;CC;Кредитная карта «Синица»;2023-10-13;2026-11-23;closed
A1013503;C108485;DC;Дебетовая карта «Синица»;2023-05-10;;active
A1013504;C102112;DC;Дебетовая карта «Синица»;2024-09-14;2026-02-17;closed
A1013505;C102112;CC;Кредитная карта «Синица»;2026-10-01;2025-04-24;closed
A1013506;C100715;DC;Дебетовая карта «Синица»;2024-11-09;;active
A1013507;C100488;DC;Дебетовая карта «Синица»;2025-03-11;;active
A1013508;C100488;DC;Дебетовая карта «Синица»;2025-03-11;;active
A1013509;C111540;DC;Дебетовая карта «Синица»;2025-03-02;;active
A1013510;C101635;DC;Дебетовая карта «Синица»;2024-05-19;;active
A1013511;C101635;DC;Дебетовая карта «Синица»;2025-10-05;;active
A1013512;C105830;DC;Дебетовая карта «Синица»;2025-06-05;2026-11-18;closed
A1013513;C105830;DC;Дебетовая карта «Синица»;2026-01-07;;active
A1013514;C103619;DC;Дебетовая карта «Синица»;2022-07-19;;active
A1013515;C110798;DC;Дебетовая карта «Синица»;2023-01-28;;active
A1013516;C110798;DC;Дебетовая карта «Синица»;2023-01-28;;active
A1013517;C101754;DC;Дебетовая карта «Синица»;2024-05-27;2026-12-28;closed
A1013518;C111634;DC;Дебетовая карта «Синица»;2023-09-09;;active
A1013519;C105078;DC;Дебетовая карта «Синица»;2025-04-19;;active
A1013520;C109460;DC;Дебетовая карта «Синица»;2024-09-01;;active
A1013521;C109460;SV;Накопительный счёт «Копилка»;2024-06-15;;active
A1013522;C106862;DC;Дебетовая карта «Синица»;2023-09-25;;active
A1013523;C100108;DC;Дебетовая карта «Синица»;2022-04-27;;active
A1013524;C105198;DC;Дебетовая карта «Синица»;2025-11-14;;active
A1013525;C105198;DC;Дебетовая карта «Синица»;2025-11-14;;active
A1013526;C100968;DC;Дебетовая карта «Синица»;2023-03-07;;active
A1013527;C106477;DC;Дебетовая карта «Синица»;2023-11-01;;active
A1013528;C102155;DC;Дебетовая карта «Синица»;2023-06-23;;active
A1013529;C104396;DC;Дебетовая карта «Синица»;2023-04-01;;active
A1013530;C109443;DC;Дебетовая карта «Синица»;2024-05-11;;active
A1013531;C107054;DC;Дебетовая карта «Синица»;2026-03-04;;active
A1013532;C107054;DC;Дебетовая карта «Синица»;2024-12-18;;active
A1013533;C102561;DC;Дебетовая карта «Синица»;2021-08-04;;active
A1013534;C102561;CC;Кредитная карта «Синица»;2022-10-27;;active
A1013535;C100347;DC;Дебетовая карта «Синица»;2025-09-16;;active
A1013536;C100347;CC;Кредитная карта «Синица»;2025-04-28;;active
A1013537;C105272;DC;Дебетовая карта «Синица»;2024-02-23;;active
A1013538;C108356;DC;Дебетовая карта «Синица»;2025-12-27;;active
A1013539;C104580;DC;Дебетовая карта «Синица»;2023-10-07;;active
A1013540;C102094;DC;Дебетовая карта «Синица»;2025-05-21;;active
A1013541;C102094;DEP;Вклад «Гнездо»;2024-12-21;2026-12-17;closed
A1013542;C108995;DC;Дебетовая карта «Синица»;2025-11-06;;active
A1013543;C101892;DC;Дебетовая карта «Синица»;2026-09-08;;active
A1013544;C100798;DC;Дебетовая карта «Синица»;2024-07-11;;active
A1013545;C103239;DC;Дебетовая карта «Синица»;2025-06-07;;active
A1013546;C103239;DC;Дебетовая карта «Синица»;2025-06-07;;active
A1013547;C107868;DC;Дебетовая карта «Синица»;2024-05-16;;active
A1013548;C107868;DC;Дебетовая карта «Синица»;2025-12-08;;active
A1013549;C102377;DC;Дебетовая карта «Синица»;2023-11-28;;active
A1013550;C102377;DC;Дебетовая карта «Синица»;2026-02-01;;active
A1013551;C108164;DC;Дебетовая карта «Синица»;2025-04-06;;active
A1013552;C100814;DC;Дебетовая карта «Синица»;2026-03-24;;active
